target,held_out_model,baseline_id,selected_config_id,threshold,inner_f1,inner_precision,inner_recall,selected
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.25,0.6086956521739131,0.5223880597014925,0.7291666666666666,True
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.3,0.5660377358490566,0.5172413793103449,0.625,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.35,0.46153846153846156,0.4883720930232558,0.4375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.4,0.4186046511627907,0.47368421052631576,0.375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.45,0.3855421686746988,0.45714285714285713,0.3333333333333333,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.5,0.3287671232876712,0.48,0.25,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.55,0.36363636363636365,0.6666666666666666,0.25,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.6,0.32786885245901637,0.7692307692307693,0.20833333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.65,0.27586206896551724,0.8,0.16666666666666666,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.7,0.21428571428571427,0.75,0.125,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.75,0.21818181818181817,0.8571428571428571,0.125,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.8,0.08,1.0,0.041666666666666664,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.85,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.9,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.95,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.05,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.1,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.15,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.2,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.25,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.3,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.35,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.4,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.45,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.5,0.0,0.0,0.0,True
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.55,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.6,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.65,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.7,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.75,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.8,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.85,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.9,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,0.95,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.05,0.4756756756756757,0.3120567375886525,1.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.1,0.4756756756756757,0.3120567375886525,1.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.15,0.4756756756756757,0.3120567375886525,1.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.2,0.4756756756756757,0.3120567375886525,1.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.25,0.4756756756756757,0.3120567375886525,1.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.3,0.4756756756756757,0.3120567375886525,1.0,True
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.35,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.4,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.45,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.5,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.55,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.6,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.65,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.7,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.75,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.8,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.85,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.9,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,0.95,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.05,0.4632768361581921,0.3082706766917293,0.9318181818181818,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.1,0.4880952380952381,0.33064516129032256,0.9318181818181818,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.15,0.527027027027027,0.375,0.8863636363636364,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.2,0.5671641791044776,0.4222222222222222,0.8636363636363636,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.25,0.592,0.4567901234567901,0.8409090909090909,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.3,0.5833333333333334,0.4605263157894737,0.7954545454545454,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.35,0.6071428571428571,0.5,0.7727272727272727,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.4,0.5981308411214953,0.5079365079365079,0.7272727272727273,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.45,0.6,0.5357142857142857,0.6818181818181818,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.5,0.6,0.5357142857142857,0.6818181818181818,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.55,0.6086956521739131,0.5833333333333334,0.6363636363636364,True
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.6,0.5777777777777777,0.5652173913043478,0.5909090909090909,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.65,0.5348837209302325,0.5476190476190477,0.5227272727272727,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.7,0.45,0.5,0.4090909090909091,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.75,0.4473684210526316,0.53125,0.38636363636363635,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.8,0.43478260869565216,0.6,0.3409090909090909,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.85,0.32786885245901637,0.5882352941176471,0.22727272727272727,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.9,0.2413793103448276,0.5,0.1590909090909091,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,0.95,0.07692307692307693,0.25,0.045454545454545456,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.05,0.47513812154696133,0.31386861313868614,0.9772727272727273,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.1,0.4819277108433735,0.32786885245901637,0.9090909090909091,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.15,0.5228758169934641,0.3669724770642202,0.9090909090909091,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.2,0.5606060606060606,0.42045454545454547,0.8409090909090909,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.25,0.5663716814159292,0.463768115942029,0.7272727272727273,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.3,0.5714285714285714,0.4918032786885246,0.6818181818181818,True
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.35,0.5544554455445545,0.49122807017543857,0.6363636363636364,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.4,0.5,0.46153846153846156,0.5454545454545454,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.45,0.46153846153846156,0.44680851063829785,0.4772727272727273,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.5,0.4578313253012048,0.48717948717948717,0.4318181818181818,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.55,0.41025641025641024,0.47058823529411764,0.36363636363636365,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.6,0.3561643835616438,0.4482758620689655,0.29545454545454547,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.65,0.36363636363636365,0.5454545454545454,0.2727272727272727,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.7,0.34375,0.55,0.25,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.75,0.3389830508474576,0.6666666666666666,0.22727272727272727,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.8,0.2909090909090909,0.7272727272727273,0.18181818181818182,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.85,0.16,0.6666666666666666,0.09090909090909091,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.05,0.12987012987012986,0.06944444444444445,1.0,True
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.05,0.14285714285714285,0.07954545454545454,0.7,True
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.1,0.08,0.05,0.2,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.5,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.05,0.4444444444444444,0.2857142857142857,1.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.1,0.5517241379310345,0.42105263157894735,0.8,True
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.5,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.05,0.12903225806451613,0.06896551724137931,1.0,True
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.05,0.18604651162790697,0.10526315789473684,0.8,True
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.1,0.04081632653061224,0.02564102564102564,0.1,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.15,0.05555555555555555,0.038461538461538464,0.1,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.2,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.25,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.3,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.35,0.0,0.0,0.0,False
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,0.4,0.0,0.0,0.0,False
