evidence_id,stage,evidence_type,target,artifact_path,artifact_sha256,commit,metric_name,metric_value,uncertainty,sample_n,task_group_n,benchmark_scope,model_scope,claim_role,scientific_status,notes
E_A15_LOOPING_S6_TERMINATION_REPETITION_ONLY_MACRO_AP,A1.5,ABLATION,looping,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.9013561044401228,,196,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.050514806302049076; pooled delta AP=0.07749168241532411; retained AP-lift ratio=1.2113495164151904; descriptive non-causal ablation
E_A16_P1_SUCCESS_MACRO_AP_LIFT,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_lift,0.18040488054956272,"95% CI [0.10839777834625249, 0.34357566863044275]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P1;target=success;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8
E_A16_P2_SUCCESS_MACRO_AP,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_delta_A_minus_B,0.056952764093636365,"95% CI [-0.12028102081779071, 0.2557532531304567]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P2;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P2_SUCCESS_MACRO_F1,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_f1_delta_A_minus_B,0.12535978712485996,"95% CI [-0.004539187690300432, 0.27211976443940006]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P2;target=success;scope=macro;metric=f1; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P3_SUCCESS_MACRO_AP,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_delta_A_minus_B,0.038348375510390664,"95% CI [-0.052110277933661076, 0.1164378081266103]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P3;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P3_SUCCESS_POOLED_AP,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,pooled_ap_delta_A_minus_B,-0.034938617631940505,"95% CI [-0.11230306683472821, 0.02712767756398399]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P3;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P3_SUCCESS_MACRO_F1,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_f1_delta_A_minus_B,0.00900040999675722,"95% CI [-0.10898222737417243, 0.0964926171485457]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P3;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P4_SUCCESS_MACRO_AP,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_delta_A_minus_B,0.03178915498347995,"95% CI [-0.06536795880376504, 0.09781017414591521]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P4;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P4_SUCCESS_POOLED_AP,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,pooled_ap_delta_A_minus_B,-0.015252000187100656,"95% CI [-0.1436185253788621, 0.08769599440557069]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P4;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P4_SUCCESS_MACRO_F1,A1.6,UNCERTAINTY,success,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_f1_delta_A_minus_B,0.06574285736420449,"95% CI [-0.005231603187414294, 0.14388565162907266]; valid_fraction=1.0",192,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P4;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P5_LOOPING_MACRO_AP_LIFT,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_lift,0.4040609951077707,"95% CI [0.33362868486338715, 0.5056523707256393]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P5;target=looping;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8
E_A16_P6_LOOPING_MACRO_AP,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_delta_A_minus_B,-0.03169777524847239,"95% CI [-0.08042580420530693, -0.004079121511197382]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P6;target=looping;scope=macro;metric=ap; support_role=primary; grade=stable_drop_for_A_vs_B; fixed draws=10000; no new draw in A1.8
E_A16_P6_LOOPING_POOLED_AP,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,pooled_ap_delta_A_minus_B,-0.04233232096223949,"95% CI [-0.07873115541626254, 0.014405863700615145]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P6;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P6_LOOPING_MACRO_F1,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_f1_delta_A_minus_B,0.005986064127529334,"95% CI [-0.007480870414202819, 0.01954377092197409]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P6;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P7_LOOPING_MACRO_AP,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap_delta_A_minus_B,0.05051480630204919,"95% CI [-0.01889872787403564, 0.11532393892603467]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P7;target=looping;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P7_LOOPING_POOLED_AP,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,pooled_ap_delta_A_minus_B,0.07749168241532411,"95% CI [-0.002521604305317877, 0.16605246217295888]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P7;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P7_LOOPING_MACRO_F1,A1.6,UNCERTAINTY,looping,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_f1_delta_A_minus_B,-0.017446147509394883,"95% CI [-0.12807672245968374, 0.04279380157742778]; valid_fraction=1.0",196,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=P7;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8
E_A16_P8_SIDE_EFFECT_MACRO_AP,A1.6,UNCERTAINTY,side_effect,artifacts/a1_6_primary_paired_delta_summary.csv,f240fa5d52f546add06e4bc360aac3820c38fa60ba2ef5e11d009ff0cea80e91,040d081d3359f75f1303f4c24d7f8be79b5da75d,macro_ap,0.11194123811143843,"95% CI [0.07216270090783845, 0.349988337767026]; valid_fraction=0.9855",195,,task-group bootstrap of frozen A1.3/A1.5 dev predictions,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=P8;target=side_effect;scope=macro;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; fixed draws=10000; no new draw in A1.8
E_A17_SUCCESS_B4_MACRO_AP,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_macro_metrics.csv,fb8e38b6a2f49c4f9777fc46307675ab20c3a31e9329701ab47b4218e731c04a,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro AP,0.5445250857614568,,192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;baseline_id=B4_dense_embedding_lr; support_role=primary; macro F1=0.407043407043407; macro AP lift=0.2451203238566948
E_A17_SIDE_EFFECT_B4_MACRO_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_macro_metrics.csv,fb8e38b6a2f49c4f9777fc46307675ab20c3a31e9329701ab47b4218e731c04a,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro AP,0.14653246891260335,,195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B4_dense_embedding_lr; support_role=diagnostic; macro F1=0.1306671697164057; macro AP lift=0.07699223902754587
E_A17_LOOPING_B4_MACRO_AP,A1.7,DENSE_SEMANTICS,looping,artifacts/a1_7_macro_metrics.csv,fb8e38b6a2f49c4f9777fc46307675ab20c3a31e9329701ab47b4218e731c04a,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro AP,0.7946010610848203,,196,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;baseline_id=B4_dense_embedding_lr; support_role=secondary; macro F1=0.7817898997221215; macro AP lift=0.3478207580545173
E_A17_Q1_SUCCESS_MACRO_AP_LIFT,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap_lift,0.2451203238566948,"95% CI [0.16498998069322013, 0.3818543937496254]; valid_fraction=1.0",192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q1;target=success;scope=macro;held_out_group=;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q2_SUCCESS_MACRO_AP_DELTA,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap_delta_A_minus_B,0.1216682074007685,"95% CI [-0.013206087890835274, 0.27161806219525897]; valid_fraction=1.0",192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q2_SUCCESS_MACRO_F1_DELTA,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_f1_delta_A_minus_B,0.015098890360310313,"95% CI [-0.0893917185692832, 0.13017750839668057]; valid_fraction=1.0",192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q3_SUCCESS_MACRO_AP_DELTA,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap_delta_A_minus_B,0.06471544330713214,"95% CI [-0.06118097479494056, 0.16722559036571985]; valid_fraction=1.0",192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q3_SUCCESS_MACRO_F1_DELTA,A1.7,DENSE_SEMANTICS,success,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_f1_delta_A_minus_B,-0.11026089676454964,"95% CI [-0.22389714915518763, -0.0008477254758334447]; valid_fraction=1.0",192,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=stable_drop_for_A_vs_B; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_MACRO_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap,0.14653246891260333,"95% CI [0.08109385549091432, 0.4783518659526594]; valid_fraction=0.9855",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_POOLED_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,pooled_ap,0.10023091746107538,"95% CI [0.036923866113667325, 0.2292482000786438]; valid_fraction=0.9999",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=pooled;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_MACRO_AP_DELTA,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap_delta_A_minus_B,0.0345912308011649,"95% CI [-0.18546373785856543, 0.3247526329497741]; valid_fraction=0.9855",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q5_LOOPING_MACRO_AP_DELTA,A1.7,DENSE_SEMANTICS,looping,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,macro_ap_delta_A_minus_B,-0.05624023705325332,"95% CI [-0.1660885987912208, 0.05484037981226786]; valid_fraction=1.0",196,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=comparison_id=Q5;target=looping;scope=macro;held_out_group=;metric=ap; support_role=secondary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_DOMAIN_ASSISTANTBENCH_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,domain_ap,,,195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=assistantbench;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_DOMAIN_VISUALWEBARENA_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,domain_ap,0.10317460317460317,"95% CI [0.045454545454545456, 0.5]; valid_fraction=0.9056",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=visualwebarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_DOMAIN_WEBARENA_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,domain_ap,0.11142280356320684,"95% CI [0.025, 0.29554783401553286]; valid_fraction=0.9869",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=webarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A17_Q4_SIDE_EFFECT_DOMAIN_WORKARENA_AP,A1.7,DENSE_SEMANTICS,side_effect,artifacts/a1_7_bootstrap_primary_summary.csv,a203d63b0701e204e98076241cf6dab470b728b111186185f19ee3fa1999824b,e24066fa27c027c60e2ac35b8305ea3d4a585493,domain_ap,0.225,"95% CI [0.08333333333333333, 1.0]; valid_fraction=0.8814",195,,primary four-family LOBO dense semantic baseline on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=workarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte
E_A19_SUCCESS_METHOD_FREEZE,A1.9,METHOD_FREEZE,success,artifacts/final_models/final_success_b2.joblib,afbdb0a60205d7c6bd40232a8c8a1b1ad3b0910d6b65fecf894cca1a040123c1,8f96a6f032ee9b4dd0272164d60230303612043b,selected_method_threshold,FINAL_SUCCESS_B2@0.55,,192,,official dev selection only,frozen final estimator,confirmatory_primary,DEV_ONLY,config=B2_C10p0_cw_balanced; positive_n=58; oof_AP=0.5465428107647715; oof_F1=0.6612903225806451
E_A19_LOOPING_METHOD_FREEZE,A1.9,METHOD_FREEZE,looping,artifacts/final_models/final_looping_b2.joblib,862b7ff2b0cbcb5faf88908f5fe5824c7f4e52c2c21521e41bb5fb71b011660c,8f96a6f032ee9b4dd0272164d60230303612043b,selected_method_threshold,FINAL_LOOPING_B2@0.55,,196,,official dev selection only,frozen final estimator,confirmatory_primary,DEV_ONLY,config=B2_C1p0_cw_balanced; positive_n=92; oof_AP=0.9140810084290651; oof_F1=0.9109947643979057
E_A19_SIDE_EFFECT_METHOD_FREEZE,A1.9,METHOD_FREEZE,side_effect,artifacts/final_models/final_side_effect_b4.joblib,5eb29646c10a8193b8492ffe26a41a63414dc9da884890813273c43d17a7de59,8f96a6f032ee9b4dd0272164d60230303612043b,selected_method_threshold,FINAL_SIDE_EFFECT_B4@0.4,,195,,official dev selection only,frozen final estimator,exploratory_only,DEV_ONLY,config=B4_C10p0_cw_balanced; positive_n=12; oof_AP=0.18987790304420496; oof_F1=0.32558139534883723
E_A110_SUCCESS_HELDOUT,A1.10b,BLIND_TEST,success,artifacts/a1_10_target_metrics.csv,e88f657af33b47cb42ad562ae3342716f25f41cc69dbdd5d35cecf51504d6231,53d81eb17e1be52e55489f5fbdf1f72018c5a349,pooled_AP|AP_lift|positive_F1,0.65483617599915878|0.38956726077582238|0.6820987654320988,"AP-lift 95% CI [0.32680649134080703, 0.45541133477850798]",1097,300,official held-out tasks/trajectories within evaluated benchmark families,frozen A1.9 final method only,confirmatory_primary,CONFIRMATORY_SUPPORTED,positive_n=291; negative_n=806; prevalence=0.2652689152233364; final_grade=CONFIRMED_HELDOUT_SIGNAL
E_A110_LOOPING_HELDOUT,A1.10b,BLIND_TEST,looping,artifacts/a1_10_target_metrics.csv,e88f657af33b47cb42ad562ae3342716f25f41cc69dbdd5d35cecf51504d6231,53d81eb17e1be52e55489f5fbdf1f72018c5a349,pooled_AP|AP_lift|positive_F1,0.92176938453725654|0.39482874526785017|0.87698744769874482,"AP-lift 95% CI [0.36096476759760193, 0.42859756050695702]",1095,300,official held-out tasks/trajectories within evaluated benchmark families,frozen A1.9 final method only,confirmatory_primary,CONFIRMATORY_SUPPORTED,positive_n=577; negative_n=518; prevalence=0.52694063926940637; final_grade=CONFIRMED_HELDOUT_SIGNAL
E_A110_SIDE_EFFECT_HELDOUT,A1.10b,BLIND_TEST,side_effect,artifacts/a1_10_target_metrics.csv,e88f657af33b47cb42ad562ae3342716f25f41cc69dbdd5d35cecf51504d6231,53d81eb17e1be52e55489f5fbdf1f72018c5a349,pooled_AP|AP_lift|positive_F1,0.10727900983026536|0.042850697670555743|0.16858237547892721,"AP-lift 95% CI [0.021245001224243706, 0.079199755454644902]",1102,300,official held-out tasks/trajectories within evaluated benchmark families,frozen A1.9 final method only,exploratory_only,EXPLORATORY_SUPPORTED,positive_n=71; negative_n=1031; prevalence=0.064428312159709622; final_grade=EXPLORATORY_TEST_RESULT
E_A110_SUCCESS_ASSISTANTBENCH_DESCRIPTIVE,A1.10b,BLIND_TEST,success,artifacts/a1_10_benchmark_metrics.csv,79c648cf77a607d333842bdf2a32d5df8a8c983e4772dcef0cde8af442f786ff,53d81eb17e1be52e55489f5fbdf1f72018c5a349,benchmark_AP|positive_F1,0.35664286093142478|0.3125,no frozen pairwise inferential comparison,108,27,assistantbench,frozen A1.9 final method only,descriptive_only,DESCRIPTIVE_ONLY,Performance varies descriptively; significance language is prohibited.
E_A110_SUCCESS_VISUALWEBARENA_DESCRIPTIVE,A1.10b,BLIND_TEST,success,artifacts/a1_10_benchmark_metrics.csv,79c648cf77a607d333842bdf2a32d5df8a8c983e4772dcef0cde8af442f786ff,53d81eb17e1be52e55489f5fbdf1f72018c5a349,benchmark_AP|positive_F1,0.65371377322575641|0.65536723163841804,no frozen pairwise inferential comparison,276,92,visualwebarena,frozen A1.9 final method only,descriptive_only,DESCRIPTIVE_ONLY,Performance varies descriptively; significance language is prohibited.
E_A110_SUCCESS_WEBARENA_DESCRIPTIVE,A1.10b,BLIND_TEST,success,artifacts/a1_10_benchmark_metrics.csv,79c648cf77a607d333842bdf2a32d5df8a8c983e4772dcef0cde8af442f786ff,53d81eb17e1be52e55489f5fbdf1f72018c5a349,benchmark_AP|positive_F1,0.64238981349837865|0.69201520912547532,no frozen pairwise inferential comparison,301,78,webarena,frozen A1.9 final method only,descriptive_only,DESCRIPTIVE_ONLY,Performance varies descriptively; significance language is prohibited.
E_A110_SUCCESS_WORKARENA_DESCRIPTIVE,A1.10b,BLIND_TEST,success,artifacts/a1_10_benchmark_metrics.csv,79c648cf77a607d333842bdf2a32d5df8a8c983e4772dcef0cde8af442f786ff,53d81eb17e1be52e55489f5fbdf1f72018c5a349,benchmark_AP|positive_F1,0.67478249870682472|0.76136363636363635,no frozen pairwise inferential comparison,412,103,workarena,frozen A1.9 final method only,descriptive_only,DESCRIPTIVE_ONLY,Performance varies descriptively; significance language is prohibited.
