target,held_out_model,baseline_id,config_id,inner_n_splits,inner_oof_size,inner_oof_pr_auc,selected,tie_break_rank
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_none,5,153,0.5756765702334625,False,9
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,153,0.5732950658205975,False,10
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,153,0.5884950414505571,True,11
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,153,0.5748629802346057,False,12
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,5,145,0.42758620689655175,True,1
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,5,145,0.4154179246782139,True,1
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_none,5,145,0.9217601577576541,False,1
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_none,5,145,0.9203486116564608,False,2
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_none,5,145,0.8611330028643341,False,3
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_balanced,5,145,0.9269241750909646,False,4
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_balanced,5,145,0.9286058453143312,True,5
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,5,145,0.8686426421855377,False,6
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_none,5,145,0.5370108452185669,False,1
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_none,5,145,0.5821869405984805,False,2
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_none,5,145,0.6255804179095802,False,3
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,145,0.5522359763927792,False,4
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,145,0.5823130040263425,False,5
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,145,0.626866962945865,True,6
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_none,5,145,0.552711253630559,False,7
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_none,5,145,0.5739167847295534,False,8
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_none,5,145,0.6011312392445077,False,9
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,145,0.5659483286246743,False,10
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,145,0.5741277239314458,False,11
looping,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,145,0.6022396448361662,False,12
