target,held_out_group,variant_id,selected_config_id,threshold,inner_f1,inner_precision,inner_recall,selected
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.35,0.905982905982906,0.8548387096774194,0.9636363636363636,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.4,0.905982905982906,0.8548387096774194,0.9636363636363636,True
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.45,0.8869565217391304,0.85,0.9272727272727272,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.5,0.8849557522123894,0.8620689655172413,0.9090909090909091,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.55,0.8727272727272727,0.8727272727272727,0.8727272727272727,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.6,0.8623853211009175,0.8703703703703703,0.8545454545454545,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.65,0.8623853211009175,0.8703703703703703,0.8545454545454545,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.7,0.8623853211009175,0.8703703703703703,0.8545454545454545,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.75,0.8380952380952381,0.88,0.8,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.8,0.7835051546391752,0.9047619047619048,0.6909090909090909,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.85,0.717391304347826,0.8918918918918919,0.6,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.9,0.6966292134831461,0.9117647058823529,0.5636363636363636,False
looping,webarena,S1_no_termination,B2_C10p0_cw_balanced,0.95,0.6097560975609756,0.9259259259259259,0.45454545454545453,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.05,0.6010928961748634,0.4296875,1.0,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.1,0.7482993197278912,0.5978260869565217,1.0,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.15,0.8461538461538461,0.7333333333333333,1.0,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.2,0.873015873015873,0.7746478873239436,1.0,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.25,0.8925619834710744,0.8181818181818182,0.9818181818181818,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.3,0.8833333333333333,0.8153846153846154,0.9636363636363636,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.35,0.8907563025210085,0.828125,0.9636363636363636,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.4,0.8813559322033898,0.8253968253968254,0.9454545454545454,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.45,0.8888888888888888,0.8387096774193549,0.9454545454545454,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.5,0.8849557522123894,0.8620689655172413,0.9090909090909091,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.55,0.8849557522123894,0.8620689655172413,0.9090909090909091,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.6,0.8928571428571429,0.8771929824561403,0.9090909090909091,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.65,0.9009009009009009,0.8928571428571429,0.9090909090909091,True
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.7,0.9009009009009009,0.8928571428571429,0.9090909090909091,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.75,0.8807339449541285,0.8888888888888888,0.8727272727272727,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.8,0.8235294117647058,0.8936170212765957,0.7636363636363637,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.85,0.8,0.8888888888888888,0.7272727272727273,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.9,0.723404255319149,0.8717948717948718,0.6181818181818182,False
looping,workarena,S1_no_termination,B2_C0p1_cw_balanced,0.95,0.4533333333333333,0.85,0.3090909090909091,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.05,0.5,0.3333333333333333,1.0,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.1,0.5209302325581395,0.3522012578616352,1.0,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.15,0.5792349726775956,0.41732283464566927,0.9464285714285714,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.2,0.6538461538461539,0.51,0.9107142857142857,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.25,0.684931506849315,0.5555555555555556,0.8928571428571429,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.3,0.6993006993006993,0.5747126436781609,0.8928571428571429,True
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.35,0.6906474820143885,0.5783132530120482,0.8571428571428571,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.4,0.6518518518518519,0.5569620253164557,0.7857142857142857,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.45,0.6212121212121212,0.5394736842105263,0.7321428571428571,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.5,0.6356589147286822,0.5616438356164384,0.7321428571428571,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.55,0.608,0.5507246376811594,0.6785714285714286,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.6,0.6050420168067226,0.5714285714285714,0.6428571428571429,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.65,0.5486725663716814,0.543859649122807,0.5535714285714286,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.7,0.5294117647058824,0.5869565217391305,0.48214285714285715,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.75,0.4842105263157895,0.5897435897435898,0.4107142857142857,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.8,0.3170731707317073,0.5,0.23214285714285715,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.85,0.057971014492753624,0.15384615384615385,0.03571428571428571,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.9,0.05970149253731343,0.18181818181818182,0.03571428571428571,False
success,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.95,0.034482758620689655,0.5,0.017857142857142856,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.05,0.43349753694581283,0.2802547770700637,0.9565217391304348,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.1,0.5755395683453237,0.43010752688172044,0.8695652173913043,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.15,0.5873015873015873,0.4625,0.8043478260869565,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.2,0.6194690265486725,0.5223880597014925,0.7608695652173914,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.25,0.6296296296296297,0.5483870967741935,0.7391304347826086,True
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.3,0.6078431372549019,0.5535714285714286,0.6739130434782609,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.35,0.6105263157894737,0.5918367346938775,0.6304347826086957,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.4,0.6153846153846154,0.6222222222222222,0.6086956521739131,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.45,0.611764705882353,0.6666666666666666,0.5652173913043478,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.5,0.55,0.6470588235294118,0.4782608695652174,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.55,0.5194805194805194,0.6451612903225806,0.43478260869565216,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.6,0.5066666666666667,0.6551724137931034,0.41304347826086957,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.65,0.4507042253521127,0.64,0.34782608695652173,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.7,0.43478260869565216,0.6521739130434783,0.32608695652173914,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.75,0.417910447761194,0.6666666666666666,0.30434782608695654,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.8,0.32786885245901637,0.6666666666666666,0.21739130434782608,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.85,0.12,0.75,0.06521739130434782,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.9,0.12,0.75,0.06521739130434782,False
success,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.95,0.0,0.0,0.0,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.05,0.4918032786885246,0.33707865168539325,0.9090909090909091,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.1,0.6236559139784946,0.48333333333333334,0.8787878787878788,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.15,0.6823529411764706,0.5576923076923077,0.8787878787878788,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.2,0.7160493827160493,0.6041666666666666,0.8787878787878788,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.25,0.7222222222222222,0.6666666666666666,0.7878787878787878,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.3,0.7428571428571429,0.7027027027027027,0.7878787878787878,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.35,0.7246376811594203,0.6944444444444444,0.7575757575757576,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.4,0.746268656716418,0.7352941176470589,0.7575757575757576,True
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.45,0.6779661016949152,0.7692307692307693,0.6060606060606061,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.5,0.6071428571428571,0.7391304347826086,0.5151515151515151,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.55,0.6181818181818182,0.7727272727272727,0.5151515151515151,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.6,0.6296296296296297,0.8095238095238095,0.5151515151515151,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.65,0.6,0.8823529411764706,0.45454545454545453,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.7,0.4090909090909091,0.8181818181818182,0.2727272727272727,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.75,0.4090909090909091,0.8181818181818182,0.2727272727272727,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.8,0.2926829268292683,0.75,0.18181818181818182,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.85,0.20512820512820512,0.6666666666666666,0.12121212121212122,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.9,0.20512820512820512,0.6666666666666666,0.12121212121212122,False
success,webarena,S2_no_repetition,B2_C1p0_cw_none,0.95,0.16216216216216217,0.75,0.09090909090909091,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.05,0.4539877300613497,0.29838709677419356,0.9487179487179487,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.1,0.45751633986928103,0.30701754385964913,0.8974358974358975,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.15,0.4925373134328358,0.3473684210526316,0.8461538461538461,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.2,0.515625,0.3707865168539326,0.8461538461538461,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.25,0.5210084033613446,0.3875,0.7948717948717948,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.3,0.5535714285714286,0.4246575342465753,0.7948717948717948,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.35,0.5420560747663551,0.4264705882352941,0.7435897435897436,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.4,0.5454545454545454,0.45,0.6923076923076923,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.45,0.5510204081632653,0.4576271186440678,0.6923076923076923,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.5,0.5416666666666666,0.45614035087719296,0.6666666666666666,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.55,0.5747126436781609,0.5208333333333334,0.6410256410256411,True
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.6,0.5194805194805194,0.5263157894736842,0.5128205128205128,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.65,0.4864864864864865,0.5142857142857142,0.46153846153846156,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.7,0.4307692307692308,0.5384615384615384,0.358974358974359,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.75,0.3050847457627119,0.45,0.23076923076923078,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.8,0.2545454545454545,0.4375,0.1794871794871795,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.85,0.27450980392156865,0.5833333333333334,0.1794871794871795,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.9,0.17777777777777778,0.6666666666666666,0.10256410256410256,False
success,workarena,S2_no_repetition,B2_C10p0_cw_balanced,0.95,0.09523809523809523,0.6666666666666666,0.05128205128205128,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.05,0.13186813186813187,0.07058823529411765,1.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.1,0.1348314606741573,0.07228915662650602,1.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.15,0.12413793103448276,0.06766917293233082,0.75,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.2,0.19047619047619047,0.11764705882352941,0.5,True
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.25,0.06666666666666667,0.05555555555555555,0.08333333333333333,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.3,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.35,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.4,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.45,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.5,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.55,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.6,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.65,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.7,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.75,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.8,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.85,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.9,0.0,0.0,0.0,False
side_effect,assistantbench,S2_no_repetition,B2_C0p1_cw_none,0.95,0.0,0.0,0.0,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.05,0.11920529801324503,0.06382978723404255,0.9,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.1,0.125,0.06716417910447761,0.9,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.15,0.11764705882352941,0.06349206349206349,0.8,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.2,0.12403100775193798,0.06722689075630252,0.8,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.25,0.11475409836065574,0.0625,0.7,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.3,0.07547169811320754,0.041666666666666664,0.4,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.35,0.08080808080808081,0.0449438202247191,0.4,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.4,0.08421052631578947,0.047058823529411764,0.4,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.45,0.09411764705882353,0.05333333333333334,0.4,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.5,0.10666666666666667,0.06153846153846154,0.4,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.55,0.13793103448275862,0.08333333333333333,0.4,True
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.6,0.12,0.075,0.3,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.65,0.1276595744680851,0.08108108108108109,0.3,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.7,0.09302325581395349,0.06060606060606061,0.2,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.75,0.10256410256410256,0.06896551724137931,0.2,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,visualwebarena,S2_no_repetition,B2_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.05,0.08955223880597014,0.047619047619047616,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.1,0.09523809523809523,0.05084745762711865,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.15,0.1,0.05357142857142857,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.2,0.1111111111111111,0.06,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.25,0.11538461538461539,0.0625,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.3,0.13333333333333333,0.07317073170731707,0.75,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.35,0.09090909090909091,0.05,0.5,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.4,0.1,0.05555555555555555,0.5,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.45,0.11764705882352941,0.06666666666666667,0.5,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.5,0.13333333333333333,0.07692307692307693,0.5,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.55,0.07407407407407407,0.043478260869565216,0.25,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.6,0.1111111111111111,0.07142857142857142,0.25,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.65,0.125,0.08333333333333333,0.25,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.7,0.13333333333333333,0.09090909090909091,0.25,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.75,0.15384615384615385,0.1111111111111111,0.25,True
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,webarena,S2_no_repetition,B2_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.05,0.14814814814814814,0.08,1.0,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.1,0.15384615384615385,0.08333333333333333,1.0,True
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.15,0.11382113821138211,0.061946902654867256,0.7,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.2,0.11864406779661017,0.06481481481481481,0.7,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.25,0.12280701754385964,0.0673076923076923,0.7,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.3,0.1111111111111111,0.061224489795918366,0.6,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.35,0.1188118811881188,0.06593406593406594,0.6,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.4,0.10752688172043011,0.060240963855421686,0.5,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.45,0.08791208791208792,0.04938271604938271,0.4,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.5,0.09195402298850575,0.05194805194805195,0.4,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.55,0.11267605633802817,0.06557377049180328,0.4,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.6,0.07017543859649122,0.0425531914893617,0.2,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.65,0.07692307692307693,0.047619047619047616,0.2,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.7,0.08888888888888889,0.05714285714285714,0.2,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.75,0.10810810810810811,0.07407407407407407,0.2,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.8,0.14285714285714285,0.1111111111111111,0.2,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,workarena,S2_no_repetition,B2_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.05,0.8205128205128205,0.7017543859649122,0.9876543209876543,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.1,0.8743169398907104,0.7843137254901961,0.9876543209876543,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.15,0.903954802259887,0.8333333333333334,0.9876543209876543,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.2,0.9142857142857143,0.851063829787234,0.9876543209876543,True
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.25,0.9132947976878613,0.8586956521739131,0.9753086419753086,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.3,0.9069767441860465,0.8571428571428571,0.9629629629629629,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.35,0.9122807017543859,0.8666666666666667,0.9629629629629629,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.4,0.9058823529411765,0.8651685393258427,0.9506172839506173,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.45,0.9112426035502958,0.875,0.9506172839506173,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.5,0.9112426035502958,0.875,0.9506172839506173,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.55,0.9047619047619048,0.8735632183908046,0.9382716049382716,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.6,0.891566265060241,0.8705882352941177,0.9135802469135802,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.65,0.9024390243902439,0.891566265060241,0.9135802469135802,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.7,0.8987341772151899,0.922077922077922,0.8765432098765432,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.75,0.89171974522293,0.9210526315789473,0.8641975308641975,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.8,0.8774193548387097,0.918918918918919,0.8395061728395061,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.85,0.847682119205298,0.9142857142857143,0.7901234567901234,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.9,0.8055555555555556,0.9206349206349206,0.7160493827160493,False
looping,assistantbench,S2_no_repetition,B2_C1p0_cw_balanced,0.95,0.32,0.8421052631578947,0.19753086419753085,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.05,0.8484848484848485,0.7433628318584071,0.9882352941176471,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.1,0.8783068783068783,0.7980769230769231,0.9764705882352941,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.15,0.8877005347593583,0.8137254901960784,0.9764705882352941,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.2,0.8913043478260869,0.8282828282828283,0.9647058823529412,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.25,0.8901098901098901,0.8350515463917526,0.9529411764705882,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.3,0.8888888888888888,0.8421052631578947,0.9411764705882353,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.35,0.8888888888888888,0.8421052631578947,0.9411764705882353,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.4,0.8938547486033519,0.851063829787234,0.9411764705882353,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.45,0.9142857142857143,0.8888888888888888,0.9411764705882353,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.5,0.9142857142857143,0.8888888888888888,0.9411764705882353,True
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.55,0.9142857142857143,0.8888888888888888,0.9411764705882353,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.6,0.9080459770114943,0.8876404494382022,0.9294117647058824,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.65,0.9080459770114943,0.8876404494382022,0.9294117647058824,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.7,0.9080459770114943,0.8876404494382022,0.9294117647058824,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.75,0.891566265060241,0.9135802469135802,0.8705882352941177,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.8,0.891566265060241,0.9135802469135802,0.8705882352941177,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.85,0.8641975308641975,0.9090909090909091,0.8235294117647058,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.9,0.7567567567567568,0.8888888888888888,0.6588235294117647,False
looping,visualwebarena,S2_no_repetition,B2_C10p0_cw_none,0.95,0.37037037037037035,0.8695652173913043,0.23529411764705882,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.05,0.88,0.7857142857142857,1.0,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.1,0.8925619834710744,0.8181818181818182,0.9818181818181818,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.15,0.8925619834710744,0.8181818181818182,0.9818181818181818,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.2,0.8833333333333333,0.8153846153846154,0.9636363636363636,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.25,0.8739495798319328,0.8125,0.9454545454545454,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.3,0.8739495798319328,0.8125,0.9454545454545454,False
looping,webarena,S2_no_repetition,B2_C10p0_cw_none,0.35,0.8739495798319328,0.8125,0.9454545454545454,False
